BOROUGH,SITE_NUMBER,AD,ED
5,S0034,62,50
4,Q0158,40,20
4,Q0056,40,15
2,X0140,82,51
4,Q0015,33,45
1,M0049,67,69
1,10837,76,24
1,M0175,70,67
3,B0243,44,85
2,X0081,79,2
3,B0242,51,2
4,Q0145,36,4
2,X0179,81,79
3,B0096,45,24
3,11382,46,58
4,Q0129,24,4
2,11456,83,68
2,10072,84,32
3,B0119,50,76
3,B0187,52,30
4,Q0029,32,70
2,X0137,81,93
2,X0014,83,63
3,11417,58,33
4,11157,37,58
1,10569,69,56
4,Q0140,36,51
1,11287,66,38
1,10393,65,35
3,B0035,50,72
2,X0103,82,30
3,B0383,41,64
1,11260,65,42
1,11194,73,93
2,10210,87,37
4,Q0273,38,53
1,11524,65,68
3,11148,47,41
2,X0186,80,15
1,M0135,69,92
3,B0235,48,19
3,B0277,60,37
3,B0382,48,52
1,M0028,71,20
2,X0189,79,76
2,X0053,85,17
3,B0088,53,44
1,M0050,76,50
5,S0017,61,22
3,B0349,47,65
3,B0012,53,21
5,S0052,63,17
2,X0137,80,85
4,Q0271,33,4
2,X0118,78,61
3,B0406,59,36
2,11581,81,54
4,Q0304,38,38
3,B0019,48,3
1,M0244,65,3
4,Q0238,30,21
2,11172,86,21
4,Q0299,28,58
5,S0026,64,6
3,B0119,53,78
3,B0390,59,67
3,B0079,59,11
1,M0082,71,8
4,Q0277,33,12
4,Q0033,31,77
3,B0027,53,23
3,B0080,47,4
3,10333,41,67
2,10346,86,1
2,11178,78,49
3,B0279,48,16
1,M0043,67,55
4,Q0277,33,11
3,B0374,60,32
4,Q0279,24,27
4,Q0116,33,21
3,B0390,59,75
4,Q0254,30,4
3,11449,64,78
3,10718,54,65
4,Q0148,36,70
4,Q0009,39,6
1,10410,74,33
5,11005,63,42
1,M0171,76,60
2,11451,84,60
1,M0082,71,30
3,B0014,58,82
2,X0004,77,55
3,B0320,49,47
4,Q0062,26,18
2,X0152,83,73
2,X0143,83,40
4,Q0086,25,59
1,M0027,74,6
3,B0062,58,67
4,10862,38,7
3,B0110,44,20
3,11188,52,17
2,11172,78,64
1,M0169,72,77
4,10929,32,47
1,M0286,65,58
1,11508,72,9
4,Q0086,25,14
5,10634,62,7
1,11194,76,80
3,10967,55,91
5,11648,62,71
5,10010,62,88
4,Q0227,28,86
3,B0261,46,84
1,10768,71,109
2,11466,87,99
4,11388,32,81
4,11688,32,5
2,X0225,82,17
1,10465,75,102
1,11518,70,100
1,M0195,75,38
2,X0111,81,4
2,X0111,81,2
4,10698,36,78
4,Q0226,25,77
1,M0287,71,97
5,11647,62,12
3,B0191,53,84
2,11689,81,42
1,11457,76,92
2,X0205,79,89
3,10052,64,76
1,11518,70,101
4,Q0109,33,76
4,Q0113,37,86
4,Q0166,37,83
2,X0091,77,80
3,10052,51,77
3,11445,54,89
2,X0071,86,2
5,S0045,63,83
5,11647,62,82
1,M0018,73,98
4,10201,35,65
4,Q0012,29,74
3,B0172,46,73
1,M0198,75,43
1,M0018,73,97
5,S0029,62,84
1,11620,72,88
1,M0082,72,83
4,11528,37,60
4,Q0099,28,80
3,11621,42,52
2,X0066,87,96
5,10596,62,80
1,M0012,65,94
4,11687,24,58
4,11681,37,54
4,11041,40,57
1,M0051,70,111
2,X0032,80,33
4,Q0032,27,87
2,X0108,77,29
3,B0375,47,30
3,B0278,59,80
4,10509,29,32
3,B0396,52,122
3,B0149,51,85
3,B0216,52,91
3,10123,48,72
3,B0225,43,80
2,X0082,87,100
3,11148,47,42
1,10438,69,105
2,X0076,87,5
1,11690,65,26
2,X0133,80,94
1,M0152,75,100
3,B0314,64,85
3,B0020,59,87
1,M0169,71,98
4,Q0088,29,10
1,10148,68,100
3,B0260,56,90
4,Q0082,25,73
1,10463,75,51
1,11609,71,75
3,B0048,45,79
4,Q0016,31,81
1,00016,66,20
4,Q0117,26,81
1,11642,68,45
5,10008,62,75
4,10864,36,77
4,11182,36,76
1,M0018,76,97
4,Q0073,25,70
1,M0326,69,21
3,B0113,50,97
4,Q0228,27,40
4,11628,37,79
1,11634,73,66
3,B0225,43,81
4,Q0130,29,78
1,M0152,67,36
1,11529,67,108
3,B0312,52,125
4,Q0130,31,83
3,B0046,56,81
1,M0082,72,82
1,11690,65,28
2,X0108,77,25
3,B0362,43,47
1,M0212,75,73
3,11629,56,35
4,Q0124,36,81
2,X0032,80,35
1,10401,76,101
4,11668,37,75
3,B0294,52,111
1,M0254,72,97
4,10735,24,87
4,10560,26,79
4,Q0180,37,82
3,B0133,44,92
3,10048,46,12
5,10596,62,81
4,11182,30,78
1,M0044,67,66
3,10253,51,83
4,11597,38,43
4,Q0264,38,67
1,M0019,66,93
1,M0073,65,99
1,M0326,67,114
5,10010,63,87
3,B0197,46,2
3,B0396,51,84
3,B0390,59,81
4,Q0073,27,30
1,11399,66,100
2,X0035,77,12
4,11652,37,49
3,11450,55,79
4,11686,31,57
4,11597,38,20
3,B0161,46,28
3,11621,42,53
5,11645,62,60
3,B0058,47,71
3,11420,51,75
3,B0340,54,84
5,S0062,64,65
1,10279,75,115
3,B0010,55,22
4,11158,38,71
4,11371,35,66
3,10681,43,70
3,B0187,52,108
3,11535,57,106
2,X0052,77,17
2,11574,82,46
1,M0145,72,89
2,X0076,87,6
4,Q0296,23,20
3,B0022,58,84
3,10470,54,88
3,10052,51,76
4,Q0232,30,75
1,11685,68,88
4,10608,34,67
1,M0129,76,47
1,10463,75,29
4,Q0063,40,56
5,S0072,62,32
3,B0348,64,98
4,10844,25,15
4,11597,38,42
2,X0156,81,30
3,10053,54,85
1,10434,75,74
3,B0131,42,78
3,10551,57,96
5,11645,62,65
5,S0062,64,69
5,10010,64,67
2,X0067,86,71
4,11164,33,16
4,Q0128,30,79
5,S0048,62,74
1,M0064,68,104
3,11644,55,69
4,Q0051,27,89
1,M0171,76,99
3,11449,64,93
2,X0082,87,58
3,00046,47,70
4,Q0011,31,80
3,B0375,47,69
4,Q0296,31,30
3,10450,57,104
2,X0025,77,78
1,10612,65,29
2,X0178,85,41
3,B0042,49,65
2,X0178,84,85
1,M0152,67,59
1,10522,69,108
3,B0104,42,80
1,M0015,68,108
3,11410,51,86
2,X0168,84,47
2,X0137,80,95
2,X0062,87,36
2,X0082,87,59
3,B0167,46,81
2,X0133,80,75
1,10099,75,111
1,11634,73,105
1,M0198,75,112
1,10547,66,104
2,X0156,81,29
4,Q0045,36,12
1,M0224,76,103
3,11629,56,28
4,Q0109,24,91
1,M0152,67,107
4,Q0299,28,89
2,X0223,78,70
2,X0071,86,10
1,11692,65,19
1,11683,76,67
1,11692,65,25
4,Q0047,32,82
1,11263,71,105
4,11632,35,33
3,B0074,54,53
1,11518,70,48
2,X0183,78,69
5,11201,63,82
4,11371,34,73
4,10608,34,68
3,B0346,56,89
3,11621,42,62
3,B0135,55,19
1,M0191,74,106
2,X0133,80,80
1,11263,71,95
1,10222,66,99
4,Q0084,32,84
4,Q0023,33,70
2,X0133,80,78
2,11689,81,39
1,11485,74,103
1,10463,75,34
1,11634,73,64
3,10788,46,7
3,11412,43,83
3,B0185,51,78
3,B0363,46,75
4,Q0271,33,75
1,10139,74,97
2,X0035,77,14
1,M0248,70,97
3,11630,57,77
1,10007,66,22
2,X0156,81,31
3,B0384,45,77
1,M0078,68,111
2,10071,84,84
3,B0365,43,5
1,M0093,72,90
5,S0026,64,2
3,B0172,46,44
2,11676,82,38
1,M0152,67,58
3,B0177,43,63
5,10298,63,78
4,11528,37,42
1,11634,73,62
4,11688,32,1
3,B0245,46,20
2,X0133,81,99
5,10010,64,68
1,11530,71,102
3,11374,60,91
3,11427,53,82
4,Q0025,23,91
2,10075,84,59
1,10405,70,5
5,S0001,61,60
3,00038,58,85
4,11637,37,81
1,M0143,70,103
3,B0301,49,70
1,00019,75,104
4,Q0249,36,83
2,X0032,80,36
1,M0144,67,104
4,Q0073,25,69
3,B0331,43,86
4,11388,32,25
1,10520,70,104
2,X0008,77,1
2,11682,79,79
3,11478,55,8
1,00016,66,48
3,B0369,55,11
3,B0110,44,88
1,M0111,74,102
4,Q0239,25,60
1,10548,66,97
1,M0018,76,95
3,B0003,52,49
3,11229,43,87
3,B0117,56,7
1,M0012,65,82
2,X0028,87,97
4,Q0023,33,68
5,11647,62,13
4,11653,30,54
1,11474,71,108
2,X0017,80,29
2,X0034,83,15
2,X0082,87,55
1,10943,69,109
1,11508,72,95
2,10075,84,58
4,11164,33,17
4,Q0098,25,71
5,11647,62,14
1,M0073,65,73
3,11450,55,67
2,10346,86,68
1,M0064,68,101
3,B0386,42,76
3,B0003,52,50
4,Q0092,29,75
1,10569,69,106
1,M0067,68,113
1,M0215,70,105
3,B0374,60,90
2,11689,81,40
1,10759,74,107
4,Q0048,40,58
4,11110,29,7
5,S0032,62,85
2,X0178,85,42
2,X0205,79,57
2,X0168,84,69
4,11636,35,29
1,11220,67,109
1,10726,67,103
3,B0074,54,48
2,X0062,85,83
1,M0245,66,96
4,Q0007,23,88
3,B0147,59,43
3,B0305,44,83
1,10222,66,105
4,Q0096,33,77
3,B0212,52,120
4,11110,24,90
4,11597,38,44
2,X0133,80,81
1,M0018,76,94
1,M0255,72,93
1,11485,74,95
1,M0026,69,97
1,M0248,70,96
3,11248,55,17
3,B0197,46,3
5,11595,63,11
4,11654,23,69
2,X0111,81,3
3,B0195,52,97
4,11686,31,86
1,11263,71,101
3,B0131,42,79
1,M0037,75,113
4,Q0100,26,80
3,11621,41,54
4,Q0294,38,68
1,M0144,75,96
1,M0050,76,100
2,X0191,79,55
2,X0062,87,35
5,11648,62,63
3,10984,41,99
1,M0121,70,98
1,M0082,72,85
4,Q0239,27,84
1,11532,68,109
4,11688,32,2
3,10785,57,99
3,B0266,49,68
3,B0337,43,65
2,X0071,86,65
3,11417,58,86
2,X0133,80,91
4,Q0023,33,71
5,10341,61,74
4,Q0136,26,84
1,10518,68,115
1,M0169,71,99
4,11186,38,66
1,11481,75,70
2,X0111,81,5
1,M0259,72,86
2,X0052,77,38
4,Q0301,34,65
5,10006,64,56
5,11441,61,6
1,11261,72,92
3,11414,57,6
3,B0258,57,101
1,M0248,70,95
1,10432,67,105
5,10010,64,64
1,M0177,76,102
1,10404,75,108
3,B0074,54,47
5,11639,63,7
5,S0031,63,80
1,M0317,70,2
5,10010,62,87
1,M0144,75,98
1,M0012,65,84
1,11657,74,24
4,11655,38,40
3,B0177,43,60
3,B0365,42,9
5,11505,61,79
5,11646,61,76
5,00067,61,72
5,10010,63,88
5,11171,61,75
3,B0001,44,89
4,Q0288,24,57
4,11110,29,8
3,B0369,55,12
1,11690,65,21
3,11118,59,32
5,10010,64,70
3,B0136,54,87
1,M0234,73,96
3,B0016,56,86
2,X0205,79,84
2,X0008,77,68
3,11624,52,102
4,11687,32,14
4,Q0213,37,48
4,Q0088,29,9
4,Q0296,23,19
4,Q0262,27,88
2,X0143,83,37
4,11655,24,70
3,11644,55,68
1,10759,73,106
1,00019,75,106
3,B0158,46,82
4,10203,34,71
1,11690,65,20
4,Q0098,25,75
1,10139,74,96
2,X0024,85,84
4,11388,32,28
4,Q0301,34,18
2,X0066,87,51
2,X0225,82,16
2,X0133,80,79
5,11441,61,78
5,S0001,61,73
3,11621,41,55
2,11682,79,71
5,S0052,61,57
2,X0081,86,72
2,X0093,78,47
1,11641,70,102
2,11631,80,76
3,10254,50,95
4,11652,37,50
3,11150,44,82
5,S0006,61,71
1,00016,66,102
5,11639,63,85
5,S0045,63,68
2,X0224,84,64
3,11231,57,93
3,B0250,43,82
3,11630,52,72
1,M0082,71,106
4,11636,35,22
3,B0242,51,82
3,B0314,64,92
5,S0026,64,58
1,11685,68,89
4,Q0128,37,88
2,00030,82,35
4,Q0057,31,84
1,11634,73,63
4,10203,30,77
4,11636,35,21
4,Q0249,36,47
2,X0178,85,85
4,11681,37,67
3,10984,41,96
2,10090,79,88
3,10217,41,92
2,11689,81,45
3,B0003,52,105
5,S0073,64,54
1,10148,68,105
1,11634,73,67
1,M0012,65,96
5,11595,63,12
1,10176,73,100
2,X0224,84,22
3,B0135,55,111
1,11457,76,91
4,Q0102,25,78
1,M0064,68,114
1,00007,66,26
2,X0008,77,65
2,X0071,86,4
1,M0135,69,110
3,11633,55,109
1,10932,75,109
2,10591,78,73
4,10735,24,88
4,Q0270,24,86
3,11421,58,1
4,Q0044,23,89
3,11492,55,106
2,11676,82,39
4,11388,32,22
5,S0050,61,77
3,B0197,46,1
3,11675,56,22
1,M0012,65,97
3,B0365,42,68
1,M0326,69,35
3,B0312,52,118
1,10139,66,103
4,Q0025,31,82
5,10010,64,66
2,10601,80,11
4,Q0250,24,84
3,10597,56,88
1,M0334,74,99
5,10027,64,57
1,M0082,72,80
1,10927,70,106
1,11508,72,94
4,11654,38,32
3,11644,55,65
3,11630,52,113
1,11641,70,74
3,B0110,44,81
4,Q0199,35,63
4,Q0185,25,74
5,11441,61,64
4,Q0288,29,5
2,X0041,77,81
4,00060,28,84
2,X0071,86,3
2,X0141,77,43
4,11628,37,78
4,Q0301,34,72
3,B0069,50,102
2,X0066,87,101
1,11194,76,78
4,10566,39,56
1,11287,66,51
1,11529,67,113
3,11433,54,83
4,11688,32,8
1,11642,68,46
1,11530,71,94
3,B0312,52,124
2,11581,81,51
4,10453,39,55
4,11687,29,2
2,X0034,83,6
4,Q0148,34,70
1,10569,69,114
4,Q0216,35,64
4,Q0270,24,78
3,B0375,47,23
4,11611,27,34
1,10759,73,107
1,M0326,67,87
4,11635,39,54
2,11496,78,71
2,X0024,85,66
5,10010,63,90
5,S0059,62,78
3,B0363,46,76
4,11635,39,2
3,11246,51,5
2,X0111,78,72
5,S0011,63,76
2,X0034,83,16
4,11637,37,10
4,Q0296,23,87
3,B0275,56,85
3,B0365,43,74
4,Q0109,29,76
5,10636,61,67
3,B0014,59,89
1,M0082,71,104
4,Q0131,29,77
3,10557,57,105
1,00007,66,106
1,10569,69,112
1,00028,72,81
2,X0101,80,69
1,10726,75,64
1,10726,67,111
3,B0306,56,92
3,11454,41,95
1,11642,68,44
3,B0080,47,72
1,M0018,73,95
4,Q0228,27,85
2,X0183,79,87
2,X0076,87,8
1,M0195,75,114
4,00055,29,73
4,11655,38,69
4,Q0247,28,82
4,11528,37,41
4,Q0315,23,92
4,Q0090,26,85
1,11657,74,22
1,10433,65,98
4,11597,38,37
1,11642,68,39
1,M0100,73,94
3,B0205,52,114
3,10966,53,89
1,11220,75,107
3,B0314,49,71
4,Q0249,36,48
2,X0092,86,70
2,X0062,87,34
1,M0106,72,96
3,11424,49,69
1,10463,75,35
2,X0093,86,69
4,11628,37,23
1,10943,69,81
3,11421,43,67
2,11689,81,41
4,Q0270,27,12
3,B0133,44,84
1,M0144,75,97
1,M0152,67,47
1,11685,68,91
4,Q0211,37,85
3,B0396,52,121
3,B0142,50,98
1,00019,75,105
3,B0225,43,57
3,11644,55,110
3,11448,55,105
3,11148,47,44
4,Q0270,24,46
2,X0032,80,68
1,M0152,75,99
2,X0071,86,9
4,11653,30,76
3,B0096,45,78
3,10839,53,58
4,Q0248,25,76
3,B0187,52,107
3,B0195,52,96
2,X0192,79,90
4,11688,32,7
4,11112,37,24
1,10569,69,103
2,X0087,86,28
2,10210,87,98
2,11574,82,45
3,B0144,42,82
4,11668,37,19
4,Q0036,24,64
2,X0131,79,56
1,11650,75,44
1,10547,66,94
1,00012,69,115
3,B0195,52,98
5,10010,63,86
2,10859,83,89
2,11243,81,77
1,11685,68,90
4,Q0119,24,89
3,B0387,44,93
2,X0219,82,115
3,B0177,43,85
4,Q0097,29,14
4,Q0139,36,74
1,M0326,69,31
4,Q0076,23,90
2,X0035,77,79
2,X0108,77,30
3,11633,55,112
3,B0365,43,78
4,Q0220,37,84
1,M0171,73,99
4,11438,30,73
4,Q0296,31,31
3,11535,50,103
1,M0231,67,16
3,B0027,53,85
2,X0034,83,11
4,Q0180,30,80
4,Q0201,25,79
1,11650,75,47
4,Q0228,25,62
3,11280,56,34
4,Q0225,27,86
5,10298,63,77
3,10842,53,87
1,11530,71,107
3,10597,56,87
4,Q0128,37,11
3,B0196,45,80
2,X0019,84,82
3,B0003,52,51
3,B0258,57,100
1,M0144,67,30
4,Q0220,37,45
1,M0023,74,100
4,11652,28,6
1,11690,65,27
4,Q0108,33,78
4,11653,34,50
3,11150,42,75
5,10417,64,59
1,M0019,66,95
3,B0186,56,91
5,11617,63,79
2,X0076,87,7
2,X0130,81,37
3,B0354,50,106
3,11148,47,39
3,11421,43,68
4,Q0121,36,79
1,10405,70,6
3,B0313,59,90
3,B0106,45,76
4,11687,29,1
3,B0134,57,102
2,11466,87,54
1,11533,68,110
4,Q0275,27,83
5,S0035,64,55
5,S0022,64,61
4,Q0099,28,81
4,11284,36,72
3,B0058,46,83
2,X0131,84,38
3,11633,55,7
3,B0195,52,47
2,11689,81,43
4,Q0191,39,53
1,10516,66,98
1,M0248,70,94
3,B0147,59,88
2,X0224,84,65
3,B0113,50,36
4,00055,29,17
2,X0024,85,65
3,B0067,55,113
2,00030,82,32
3,B0365,42,77
4,Q0213,28,14
3,B0024,59,79
3,10295,44,90
1,M0248,70,109
5,10013,64,63
2,X0138,81,94
1,11620,72,87
3,B0247,52,109
1,10251,72,91
5,11647,62,79
3,11148,47,74
1,00028,72,84
1,M0262,74,40
2,10690,78,44
4,10585,38,65
4,Q0238,30,74
4,Q0111,36,75
4,Q0226,25,72
3,11675,56,23
2,X0156,81,32
4,11653,34,49
4,10864,36,73
2,X0052,86,37
3,11621,41,98
3,11621,42,81
3,B0236,44,5
4,Q0144,26,82
4,Q0064,23,93
4,Q0234,28,87
3,B0126,50,99
1,11481,67,110
5,11647,62,19
4,Q0210,38,64
4,11640,30,81
3,B0079,59,78
1,11592,65,41
1,11481,75,77
1,11634,76,29
4,11104,29,79
5,S0071,61,68
2,X0034,83,13
2,X0082,87,62
1,M0152,67,33
2,11373,82,119
1,M0064,68,95
4,Q0073,25,6
4,11157,37,87
4,Q0225,28,85
4,Q0270,27,13
1,11481,75,81
4,Q0047,32,83
1,10142,74,105
1,M0082,71,103
5,S0052,63,89
5,11292,63,81
2,X0082,87,61
4,Q0096,29,80
4,10609,34,69
1,10176,73,101
4,11686,31,49
1,M0018,76,93
5,11171,61,51
5,11595,63,84
3,11644,55,70
3,11440,51,87
5,S0001,61,33
3,11630,52,73
4,Q0145,36,65
3,B0247,52,126
3,B0396,52,123
1,M0078,68,112
4,Q0249,36,46
5,10181,62,86
5,10008,62,83
2,X0024,85,64
4,11112,37,80
2,X0133,80,77
4,11632,35,6
4,11597,38,46
1,11690,65,18
2,10817,79,62
3,B0136,54,86
1,11683,76,65
1,M0248,70,99
2,11689,81,44
1,10927,70,107
3,B0093,53,83
2,X0080,87,102
3,11188,52,117
4,Q0248,27,33
3,11629,56,27
3,11633,55,10
2,X0178,84,52
1,11641,70,110
4,Q0248,27,32
5,10417,64,60
2,11682,79,70
4,Q0048,40,59
1,M0111,74,101
1,11474,71,96
4,Q0005,33,79
1,M0192,75,110
1,10438,69,111
1,M0129,76,46
3,B0027,53,86
3,B0238,52,110
2,X0020,78,68
1,M0012,65,95
1,00012,67,83
2,11466,87,56
1,10405,70,108
1,M0265,66,101
2,X0189,79,21
1,10148,68,106
4,Q0178,31,85
3,B0133,44,91
3,B0237,50,96
1,11634,73,104
1,M0144,67,45
3,B0365,43,32
4,Q0124,36,82
4,10731,34,66
2,11574,82,44
3,11644,55,78
3,B0272,54,82
3,B0255,41,97
3,11537,55,107
4,Q0266,24,85
3,11190,53,88
3,B0348,64,99
3,B0177,43,62
4,11110,29,6
3,B0142,50,101
2,X0032,80,34
4,11688,32,80
2,00030,82,33
2,X0035,77,13
2,11689,81,46
3,11107,58,45
4,Q0304,38,70
4,Q0233,28,83
4,Q0124,36,80
2,X0112,79,64
3,B0375,47,22
1,00001,76,96
1,M0231,67,14
3,B0216,52,112
1,11683,76,69
1,M0224,76,90
4,10343,30,82
1,M0026,69,94
3,10967,55,90
4,Q0085,26,83
1,11518,70,49
1,M0132,70,53
1,11481,75,80
4,Q0234,28,88
5,S0058,61,66
3,B0265,57,103
1,11263,71,26
1,M0152,67,48
4,Q0303,35,15
1,10547,66,23
4,Q0303,35,25
1,11587,75,27
1,10926,70,65
2,X0095,80,45
2,11456,83,88
1,M0107,67,106
1,10297,65,52
2,X0095,80,49
2,X0095,80,46
1,M0091,71,28
2,X0095,80,51
1,M0289,69,113
3,10580,50,66
3,B0337,43,84
3,11734,47,14
3,11735,46,80
1,M0032,68,23
3,B0262,51,34
3,B0256,51,17
4,10734,23,55
4,Q0149,40,50
3,10674,47,38
4,11767,35,18
4,Q0198,30,46
4,Q0149,40,18
2,X0150,84,56
3,11735,46,13
1,11743,74,61
1,M0262,74,45
4,11767,35,17
3,B0256,49,32
2,X0150,84,41
3,10580,50,48
3,B0396,52,119
3,B0071,41,22
3,B0262,49,66
3,B0071,41,28
3,11734,47,13
4,00063,23,79
3,B0317,42,30
3,B0071,41,27
4,Q0149,40,60
4,10134,34,19
3,B0317,42,28
3,11566,57,98
1,11743,74,62
3,B0086,47,9
4,10135,40,55
4,00063,23,77
3,10967,55,97
3,11175,47,73
3,B0262,51,6
3,10580,50,65
4,11742,23,53
3,B0333,54,33
4,10590,32,42
4,00063,23,78
1,M0032,68,38
4,11742,23,54
1,M0178,74,76
1,11743,74,53
3,B0071,41,43
2,X0017,80,88
1,M0032,68,24
2,X0150,84,55
1,M0178,74,72
3,B0336,60,24
3,10580,50,71
3,B0349,47,16
4,Q0303,35,16
3,B0262,49,2
3,10580,50,105
4,00063,23,76
1,11482,70,70
1,M0313,74,93
3,11734,47,8
3,B0131,42,55
3,10674,47,61
1,M0032,68,29
3,10580,50,68
3,11752,54,41
4,Q0225,28,55
2,X0098,78,56
4,Q0228,27,41
4,10134,34,12
3,B0317,42,27
3,B0387,42,25
1,M0178,74,73
3,B0302,60,23
3,B0317,42,29
1,11481,75,69
1,M0313,74,94
1,11743,74,71
2,X0098,78,55
3,10580,50,63
3,B0076,41,3
1,M0032,68,22
4,Q0009,35,28
3,B0317,42,31
4,Q0275,24,65
3,10674,47,60
4,Q0050,32,18
3,B0340,54,25
4,Q0258,23,86
1,M0128,74,98
3,10580,50,61
3,11735,46,14
3,11752,54,43
2,X0150,84,40
1,M0178,74,74
3,B0262,49,12
3,11735,46,15
4,10135,40,54
3,10580,50,64
1,10726,75,59
3,B0071,41,21
3,10580,50,70
3,B0384,46,77
3,11734,47,15
4,10134,34,20
2,X0150,84,54
4,10134,34,21
3,B0071,41,23
3,11734,47,7
3,10674,47,62
1,M0178,74,75
